Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote,LocTable,LocKey
3,50,147,main_door_open,Dot,Main,body_bounce,face_staryeyes,text,"거기에서 내가 영원히 행복하게, 나의 친구들과 함께\n너를 추억하며 사는 엔딩이 있을 수 있지 않을까?","Is there somewhere I can live happily forever\nwith my friends, remembering you fondly?",148,,,,Main_Ch9,M9_L0147
3,50,148,main_door_open,Player,Main,body_default1,face_staryeyes,text,그럴 수 있다면 좋을 것 같지만...,I wish there was...,149,,,,Main_Ch9,M9_L0148
3,50,149,main_door_open,Player,Main,,face_staryeyes,selection,너를 보니 꿈에도 영혼이 있을지 모른다는 생각이 들어.|인간들에게도 사후 세계는 논쟁이 되는 주제야.,You make me think dreams might have souls.|The afterlife is controversial for humans too.,150|154,,,sun|moon,Main_Ch9,M9_L0149
3,50,150,main_door_open,Player,Main,,face_staryeyes,text,네가 꿈이 된 이후에도 또 다른 형태의\n뭉치로 남을 방법이 있다면 나도 기쁠 거야.,I’d be happy if there was some way for you\nto remain as Dot after you become a dream.,151,,,,Main_Ch9,M9_L0150
3,50,151,main_door_open,Player,Main,,face_blink,text,"이 마음만은 믿어 줘, 뭉치야.","Trust me on this, Dot.",152,,,,Main_Ch9,M9_L0151
3,50,152,main_door_open,Player,Main,,face_sad,text,"하지만 너도, 나도, 아직 모르는 게 많아.\n지금 더 이상의 확신을 줄 순 없겠네...",But there’s so much that you and I don’t know.\nI can’t say anything for certain just now...,153,,,,Main_Ch9,M9_L0152
3,50,153,main_door_open,Player,Main,,face_blink,text,"모른다는 건 아직 가능성이 열려\n있다는 것, 그뿐인 거야.","Uncertainty means possibility, that’s all.",157,,,,Main_Ch9,M9_L0153
3,50,154,main_door_open,Player,Main,,,text,"죽음에 대한 두려움을 피하기 위한 근거\n없는 믿음 혹은 상상력의 산물이라고 여기거나,","Some believe the afterlife to be unfounded belief or\na figment of imagination, to escape the terror of death.",155,,,,Main_Ch9,M9_L0154
3,50,155,main_door_open,Player,Main,,face_eyeroll3,text,"수명이 다하고 신체를 떠난 영혼들이 신적인 공간에서\n안식을 취하는 곳, 즉 영혼들의 거처라고 믿는 이들도 있어.",While others believe it to be a spiritual place for\nsouls that no longer have bodies to find solace in.,156,,,,Main_Ch9,M9_L0155
3,50,156,main_door_open,Player,Main,,face_blink,text,꿈들의 사후세계라는 것도 이 정도 수준에서\n나아갈 수 없는 이야기인 것 같아.,"There’s no more to say on the subject\nbeyond this, on the afterlife of dreams.",157,,,,Main_Ch9,M9_L0156
3,50,157,main_door_open,Dot,Main,,,text,"아, 그래, 그래, 이해했어.","Alright, alright. I understand.",158,,,,Main_Ch9,M9_L0157
3,50,158,main_door_open,Dot,Main,,,text,모든 건\n의문으로 남아 있구나.,Everything is a mystery.,159,,,,Main_Ch9,M9_L0158
3,50,159,main_door_open,Dot,Main,,,text,......,......,160,,,,Main_Ch9,M9_L0159
3,50,160,main_door_open,Dot,Main,,,text,확실한 건 단 하나뿐이구나.,And only one thing is for certain.,161,,,,Main_Ch9,M9_L0160
3,50,161,main_door_open,Dot,Main,,face_mad,text,내가 죽는다는 것.,That I will die.,162,,,,Main_Ch9,M9_L0161
3,50,162,main_door_open,Dot,Main,,face_omg,text,나도 죽는다는 것.,"I too, will die.",163,,,,Main_Ch9,M9_L0162
3,50,163,main_door_open,Dot,Main,,face_blink,text,......,......,164,,,,Main_Ch9,M9_L0163
3,50,164,main_door_open,Dot,Main,,,text,나는 죽을 거야.,I will die.,165,,,,Main_Ch9,M9_L0164
3,50,165,main_door_open,Dot,Main,,face_omg,text,"바라던 꿈이 되어서, 죽을 거야.","I’ll be a dream, at last, then I’ll be gone.",166,,,,Main_Ch9,M9_L0165
3,50,166,main_door_open,Dot,Main,,face_blink,text,"아 그런데, 색색깔의 꿈이 되어\n몸에서 해방될 수도 있는데.","Oh but, if I am freed from this\nbody as a multicolored dream,",167,,,,Main_Ch9,M9_L0166
3,50,167,main_door_open,Dot,Main,,,text,그럼 난 아주 기쁠 수도 있지 않을까?,won’t I be happier than ever?,168,,,,Main_Ch9,M9_L0167
3,50,168,main_door_open,Player,Main,body_default1,,selection,......|뭉치야.,......|Dot.,169|169,,,,Main_Ch9,M9_L0168
3,50,169,main_door_open,Dot,Main,,face_omg,text,그치만 기쁨을 느낄 수 있는\n나는 사라지고 없겠지.,But I won’t be there to\nbask in that happiness.,170,,,,Main_Ch9,M9_L0169
3,50,170,main_door_open,Dot,Main,,face_mad,text,죽음이 소멸이라면. 모든 게\n포자와의 추억처럼 흩어진다면?,What if death means termination. If everything\nscatters like my memories with the spores?,171,,,,Main_Ch9,M9_L0170
3,50,171,main_door_open,Player,Main,,face_blink,text,......,......,172,,,,Main_Ch9,M9_L0171
3,50,172,main_door_open,Dot,Main,body_bounce,face_blink,text,"아? 음? 다시, 다시. 다 카포! 난\n태초부터 꿈이 되고 싶었던 거잖아.","Oh? Hmm? Again, again. Da capo!\nI wanted to be a dream from the very start.",173,,,,Main_Ch9,M9_L0172
3,50,173,main_door_open,Dot,Main,body_trembling,face_squeeze,text,"나의 단 하나뿐인 목표야. 레드, 에디슨, 첼로 경,\n듣고 있어요? 그 누구도 부정할 수가 없어.","It was my sole goal. Red, Edison, Sir Cello,\nare you listening? No one can deny it.",174,,,,Main_Ch9,M9_L0173
3,50,174,main_door_open,Dot,Main,body_move,face_squeeze,text,난 오직\n그걸 위해 존재했다는 것을.,It’s everything I have stood for.,175,,,,Main_Ch9,M9_L0174
3,50,175,main_door_open,Player,Main,body_ch9_heartup,face_omg,text,하지만... 무엇을?,But... for what?,176,,,,Main_Ch9,M9_L0175
3,50,176,main_door_open,Dot,Main,body_ch9_heart,face_omg,text,......,......,177,,,,Main_Ch9,M9_L0176
3,50,177,main_door_open,Dot,Main,body_ch9_heart,face_omg,text,확실한 건 하나가 더 있지.,One other thing is for certain.,178,,,,Main_Ch9,M9_L0177
3,50,178,main_door_open,Dot,Main,body_ch9_heartdown,face_omg,text,나는... 꿈이 뭔지도 모르고\n꿈을 꾸고 있었던 것.,That I... have been dreaming\nwithout knowing what a dream is.,,,,,Main_Ch9,M9_L0178
