Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M14_L0248,"A little acceptance,","조금은 인정하는 마음으로,"
M14_L0249,"and a little pity,","조금은 연민하는 마음으로,"
M14_L0250,and a noisy yet silent gaze.,"시끄럽지만 고요한 시선으로,"
M14_L0251,It’s very strange to gather all of\nthese and look down at my black.,나의 검정을 내려다볼 수\n있다는 건 참으로 이상한 일이야.
M14_L0252,"Is there a word for these\nsilent, contracting emotions?",이 고요하게 우그러드는 감각에게도\n할당된 단어가 있을까?
M14_L0253,How strange to have crash-landed\nhere and met you.,이곳에 불시착해 너를 만난 것도 참으로 이상하지.
M14_L0254,Strange... strange.,이상하고... 이상하고
M14_L0255,And so beautiful it brings\ntears to my eyeballs.,눈알 표면이 찡해지게 아름다워.
M14_L0256,"... Dot, do you have to go?|Will I never see you again?","... 뭉치, 조금만 더 오래 있어 주면 안 될까?|아직 작별하고 싶지 않아."
M14_L0257,It’s not like you have to leave today.\nYou don’t have to be my dream straight away.,꼭 오늘 떠나야 하는 건 아니야.\n당장 나의 꿈이 되지 않아도 되잖아.
M14_L0258,"Couldn’t you stay with me until the end,\nand say goodbye only at its very end?",마지막의 마지막까지 함께하다\n작별하면 안 될까?
M14_L0259,So you’ve noticed.,눈치챘구나.
M14_L0260,We’ve truly reached the end of the end.,이제 정말 끝의 끝이지.
M14_L0261,But I don’t want to scatter helplessly\njust because my time is up.,하지만 나는 시간이 다 되었다는 이유로\n무력하게 흩어지고 싶지 않아.
M14_L0262,And I don’t want you to remember\nme helpless and terrified.,그 무력함이 나의 마지막 모습으로서\n각인되는 것도 원하지 않아.
M14_L0263,"As human friends say goodbye, I want to\nmake a goodbye just for you and me.","인간 친구들이 작별하듯,\n직접 너와 나만의 작별을 만들고 싶어."
M14_L0264,"I want to push my heavy emotions down,\nand summon the will to say a joyful goodbye.","질긴 감정을 꾹꾹 눌러 담고, 그보다 강한\n의지로 행복을 담아 작별하고 싶은걸."
M14_L0265,...,...
M14_L0266,I thought you might say that.,정말 뭉치다운 마음이네.
M14_L0267,(And so there was\nnothing more to be said.),(그렇기에 더는 아무 말도 할 수 없었다.)
M14_L0268,Don’t worry.,걱정하지 마.
M14_L0269,"You won’t see me anywhere, but\nyou might find me everywhere.","너는 나를 어디에서도 볼 수 없게 되겠지만,\n그렇기 때문에 어디에서나 보게 될지도 몰라."
M14_L0270,And we’ll meet again\nwhen I become a dream!,"무엇보다 우리, 꿈이 되어 한 번 더 만날 거잖아!"
M14_L0271,"I’m not sure when, or\nwhat dream I’ll end up as...","언제, 어느 날에, 어떤 꿈으로\n나타날지는 나도 잘 알 수 없지만..."
M14_L0272,But you’ll recognize me. Right?,나를 알아봐 줄 거지?
M14_L0273,...,...
M14_L0274,Hehe. Let’s hope I won’t be your nightmare.,헤헤. 너의 악몽만은 아니었으면 좋겠다.
M14_L0275,...,...
M14_L0276,...,...
M14_L0277,What’s wrong with a nightmare?|You could never be my nightmare.,악몽이면 어때?|결코 악몽은 아닐 거야.
M14_L0278,"No matter how horrible, damp, and eerie,\nI’ll take shelter in that nightmare and light a candle.","아무리 끔찍하고, 축축하고, 섬뜩할지언정, 나는 그\n악몽을 본거지 삼고 텐트를 친 다음 촛불을 켤 거야."
M14_L0279,"I’d recognize you in a heartbeat,","그렇게 나는 단박에 너를 알아볼 테고,"
M14_L0280,"and that would make it\na fine, beautiful nightmare.",그건 그런 대로 괜찮고 아름다운 악몽일 거야.
M14_L0281,"Even if it’s horrible, damp, and eerie,\nI’ll take shelter in that nightmare and light a candle.","설령 끔찍하고, 축축하고, 섬뜩할지언정, 나는 그\n악몽을 본거지 삼고 텐트를 친 다음 촛불을 켤 거야."
M14_L0282,You taught me how to\nfind peace in the pitch black.,넌 나에게 칠흑 같은 어둠 속에서도\n안락해지는 법을 알려 줬잖아.
M14_L0283,So how could the final story you\nshare with me ever be a nightmare?,그런 네가 들려 주는 마지막 이야기가\n어떻게 악몽일 수 있겠어?
M14_L0284,<nickname>......,<nickname>......
M14_L0285,...,...
M14_L0286,...,...
M14_L0287,"Yes, you really are right.","응, 정말 그렇네."
M14_L0288,"My pitch-black, round monster friend.",나의 새까맣고 동그란 괴물 친구.
M14_L0289,Thank you for taking your place\nin that dusty corner of my room.,먼지만 쌓여 있던 내 방 구석진\n모퉁이에 찾아와 줘서 고마웠어.
M14_L0290,If I’m ever scared or dizzy... I may stumble\nback into our memories etched in the past.,"난 아마... 불시에 두렵고 어지러워질 때마다, 과거에\n각인된 우리의 추억 속으로 뒷걸음질칠지도 몰라."
M14_L0291,"When my room gets dark, when the sunlight\nhurts, when my emotions weigh me down.","방 안이 유독 춥고 깜깜할 때, 햇살이 따갑고 피로하게\n느껴질 때, 내 안의 감정들이 기어코 버거워졌을 때."
M14_L0292,When you feel like paddling in the dark.\nWhen the dark threatens to choke you.,암흑 속에서 물장구치고 싶을 때.\n암흑에 질식할 것 같을 때에도.
M14_L0293,But you’ll find the smallest sliver of strength\nin the times we spent together.,그치만 넌 그 추억 속에서\n실낱 같은 힘을 되찾을 거야.
M14_L0294,... Yes. A strength only made\nstronger because I met you.,"... 응, 너를 만났기에 더욱 선명해졌을 힘을."
M14_L0295,"I’ll be afraid, but I won’t stop.",그렇게 두려워하면서도 멈추지 않을게.
M14_L0296,Just like you in the pitch black.,네가 암흑 속에서 몸소 그러했듯이.
M14_L0297,... Yes. Thank you for everything.,...
M14_L0298,I wonder what our friendship will\nlook like when you look back?,그때의 네가 뒤돌아본 우리의\n우정은 어떤 모습을 하고 있을까?
M14_L0299,I’ll tell you all about it.\nWhen we see each other again.,나중에 만나게 되면 다 이야기해 줄게. 전부.
M14_L0300,...,...
M14_L0301,<nickname>.,<nickname>.
M14_L0302,I’ve decided to take a chance\non my ‘black’ and its possibilities.,"나, 이번에는 내가 가진 ‘검정’의 가능성을 믿어 볼래."
M14_L0303,You’ve cherished it this whole time. So I’ll\nlook forward to what you’ll etch on my black...,네가 줄곧 아껴 주었던 것이니까. 나의 검정에\n아로새겨질 너만의 의미를 기대하며...
M14_L0304,"And become your black dream.\nA thick, certain shade of black.","너의 검은 꿈이 될게.\n농도 짙고 확연한 검정이 되어,"
M14_L0305,And I’ll paint one of your nights,너의 어느 밤을
M14_L0306,with the safest swirling darkness.,가장 안전하고 자유롭게\n휘몰아치는 암흑으로 물들일게.
M14_L0307,I’ll become a black dream!,검은 꿈이 될게.
M14_L0308,Your black black dream...,너의 검고 검은 꿈이...
M14_L0309,"Now close your eyes, <nickname>.","이제 눈을 감아, <nickname>."
