Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,EngText,KorText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
4,24,155,1,Dot,Sub,,text,"but things stay behind, and help you\nrelive each moment time and time again.",그때를 함께했던 사물은 네게 남아\n그 시간을 몇 번이고 다시 살 수 있게 해.,156,,,,Sub_Ch4,S4_L0155
4,24,156,1,Player,Sub,,text,"You’re right, so what if the\nhouse gets a little messy.","맞아, 집이 조금 어질러지면 어때.",157,,,,Sub_Ch4,S4_L0156
4,24,157,1,Player,Sub,anim_sub_raggedyann3,text,Keeping a piece of my childhood\n around isn’t such a bad idea.,어린 시절의 작은 조각 하나쯤은\n집에 두어도 나쁘지 않을 거야.,158,,,,Sub_Ch4,S4_L0157
4,24,158,1,Player,Sub,,text,"Let’s see, where should I put this?","보자, 이걸 어디에 두는 게 좋을까.",159,,,,Sub_Ch4,S4_L0158
4,24,159,1,Dot,Sub,,text,I have room in my corner.,나의 모서리 깊은 곳에\n여분의 공간이 있어.,160,,,,Sub_Ch4,S4_L0159
4,24,160,1,Dot,Sub,,text,"Maybe I could keep it there\nfor you. No, I know I can!","그곳에 보관할 수 있을 거야.\n아니, 꼭 보관할 수 있어!",161,,,,Sub_Ch4,S4_L0160
4,24,161,1,Dot,Sub,anim_sub_raggedyann1,text,I want to brush the dust off your past.\nIt will let me see you with clarity.,네 과거에 쌓인 먼지를 살살 털어 줄\n수도 있을 거야. 널 더욱 잘 알게 되겠지!,162,,,,Sub_Ch4,S4_L0161
4,24,162,1,Player,Sub,,text,"You know, that’s a nice thought.\nI’ll leave it to you then.",고마운 생각이네. 그럼 이\n인형은 너에게 맡길게.,163,,,,Sub_Ch4,S4_L0162
4,24,163,1,Dot,Sub,,text,...,...,164,,,,Sub_Ch4,S4_L0163
4,24,164,1,Dot,Sub,,text,......,......,165,,,,Sub_Ch4,S4_L0164
4,24,165,1,Dot,Sub,,text,A trace of <nickname>.,<nickname>의 흔적.,166,,,,Sub_Ch4,S4_L0165
4,24,166,1,Dot,Sub,anim_sub_raggedyann2,text,So this is what a trace looks like.,흔적은 이런 모양으로 생겼구나.,,,anim_sub_raggedyann2,,Sub_Ch4,S4_L0166
